year,title,count
1953,Les vacances de Monsieur Hulot,1
1967,Clambake,1
2007,The Flock,1
2000,Diamond Men,1
1996,Jude,1
1940,Road to Singapore,1
2006,We Are Marshall,1
1948,The Paleface,1
1980,Herbie Goes Bananas,1
1967,2 ou 3 choses que je sais d'elle,1
1996,Twelfth Night,1
2008,My Mom's New Boyfriend,1
1993,Mr. Wonderful,1
1995,Anne Frank Remembered,1
1997,Love Jones,1
1995,Unstrung Heroes,1
1995,Empire Records,1
1999,Holy Smoke,1
2005,Revolver,1
1943,December 7th,1
2004,Sommersturm,1
1991,Dead Again,1
1998,Dark City,1
2005,Walk the Line,1
1990,The Witches,1
2002,Journeys with George,1
2005,The Ice Harvest,1
1989,The Dream Team,1
1991,The Object of Beauty,1
1929,The Cocoanuts,1
1961,Viridiana,1
2004,36 Quai des Orfèvres,1
2004,Confidences trop intimes,1
1970,The Twelve Chairs,1
1960,Cinderfella,1
1953,Kiss Me Kate,1
2003,Comandante,1
1997,Wishmaster,1
1923,A Woman of Paris: A Drama of Fate,1
2007,Underdog,1
1946,The Beast with Five Fingers,1
1966,The Wild Angels,1
2000,Ed,1
1981,Taps,1
1998,Simon Birch,1
1990,Edward Scissorhands,1
1960,North to Alaska,1
1989,Eddie and the Cruisers II: Eddie Lives!,1
1967,A Countess from Hong Kong,1
1955,Queen Bee,1
2008,Brideshead Revisited,1
1941,Road to Zanzibar,1
1959,The Horse Soldiers,1
1988,School Daze,1
1986,Firewalker,1
1985,A Chorus Line,1
1980,The Big Brawl,1
1978,The Last Waltz,1
2008,College Road Trip,1
2004,P.S.,1
1983,The Meaning of Life,1
1999,Deterrence,1
1945,The Bells of St. Mary's,1
1971,Walkabout,1
2007,Firehouse Dog,1
2001,Hedwig and the Angry Inch,1
1984,Dreamscape,1
1990,Paris Is Burning,1
1980,La casa sperduta nel parco,1
1996,Striptease,1
1995,Jury Duty,1
1976,Mikey and Nicky,1
2000,About Adam,1
1988,Funny Farm,1
1995,Beyond Rangoon,1
2002,Lone Star State of Mind,1
1995,Houseguest,1
1936,Wife vs. Secretary,1
1988,Hotaru no haka,1
2001,El hijo de la novia,1
1966,"It's the Great Pumpkin, Charlie Brown",1
1996,Jack,1
2006,Pulse,1
1947,Black Narcissus,1
2006,Phat Girlz,1
2008,Repo! The Genetic Opera,1
1982,Who Dares Wins,1
1978,Big Wednesday,1
1995,White Man's Burden,1
2003,My Boss's Daughter,1
1997,Beverly Hills Ninja,1
1997,Air Bud,1
1989,Tetsuo,1
1997,"Kiss Me, Guido",1
2002,Lan se da men,1
1976,Lipstick,1
2006,Direktøren for det hele,1
1973,Sleeper,1
1988,Arthur 2: On the Rocks,1
1997,FairyTale: A True Story,1
1996,Pie in the Sky,1
1998,Little Voice,1
2006,Catch and Release,1
1991,29th Street,1
1976,The Devil's Playground,1
2001,Brève traversée,1
1996,Dangan ranna,1
2001,Carman: The Champion,1
2001,All the Queen's Men,1
1987,Cry Freedom,1
1972,I racconti di Canterbury,1
2006,Transylvania,1
1932,Horse Feathers,1
1952,The Quiet Man,1
2001,The Man from Elysian Fields,1
2003,Intolerable Cruelty,1
2001,Finder's Fee,1
2003,Touching the Void,1
2000,Down from the Mountain,1
1996,The Stupids,1
2002,Ripley's Game,1
1987,Over the Top,1
1976,At the Earth's Core,1
2008,The Accidental Husband,1
1987,Sammy and Rosie Get Laid,1
1955,Kiss Me Deadly,1
2003,Tupac: Resurrection,1
2007,This Christmas,1
2007,The Kingdom,1
1983,Flashdance,1
2004,The Year of the Yao,1
2005,Down in the Valley,1
2002,Kiss the Bride,1
2005,Italianetz,1
1997,The Hanging Garden,1
1965,Village of the Giants,1
1962,Ivanovo detstvo,1
1963,Il gattopardo,1
1963,The Servant,1
1982,The Draughtsman's Contract,1
1995,The Run of the Country,1
1990,Dreams,1
1933,The Son of Kong,1
1999,Eye of the Beholder,1
1993,King of the Hill,1
2000,Ringu 0: Bâsudei,1
2002,Ararat,1
1989,Worth Winning,1
1942,You Were Never Lovelier,1
2004,Shark Tale,1
1997,Wild America,1
2002,Road to Perdition,1
2000,Roozi ke zan shodam,1
1988,The Naked Gun: From the Files of Police Squad!,1
1996,The Glimmer Man,1
1930,Der blaue Engel,1
1959,House on Haunted Hill,1
1992,Meatballs 4,1
1988,They Live,1
1997,Just Write,1
2002,The Good Girl,1
1995,Live Nude Girls,1
1968,The Killing of Sister George,1
1992,Aces: Iron Eagle III,1
2007,Daddy's Little Girls,1
1984,Give My Regards to Broad Street,1
2001,Tmavomodrý svet,1
1980,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,1
1972,Conquest of the Planet of the Apes,1
1972,Pink Flamingos,1
1987,"Good Morning, Babylon",1
1981,Dragonslayer,1
1959,Imitation of Life,1
2007,Arn - Tempelriddaren,1
1996,Ridicule,1
1998,The Quarry,1
1977,Pete's Dragon,1
2004,Shutter,1
1999,Muertos de risa,1
1938,Angels with Dirty Faces,1
2006,Stick It,1
1992,Straight Talk,1
2006,Clerks II,1
2003,The Yes Men,1
1999,Mein liebster Feind - Klaus Kinski,1
2007,The Walker,1
1995,The Land Before Time III: The Time of the Great Giving,1
1991,Once Around,1
2008,Igor,1
1986,Matador,1
1969,Monty Python's Flying Circus,1
1983,Risky Business,1
1995,Le hussard sur le toit,1
1988,The Adventures of Baron Munchausen,1
1940,Fantasia,1
1966,"Gojira, Ebirâ, Mosura: Nankai no daiketto",1
2003,My Flesh and Blood,1
2005,A Lot Like Love,1
1995,The Sadness of Sex,1
1995,Iron Eagle IV,1
2004,Everyday People,1
1948,Unfaithfully Yours,1
1993,We're Back! A Dinosaur's Story,1
1951,Go for Broke!,1
2003,Lady Killers,1
2004,Le chiavi di casa,1
1996,The Crucible,1
1994,Intersection,1
1999,The Five Senses,1
2003,Carolina,1
2003,Die Geschichte vom weinenden Kamel,1
1996,Freeway,1
1972,Joe Kidd,1
1965,How to Murder Your Wife,1
1998,Dance with Me,1
2003,I Am David,1
1984,Meatballs Part II,1
2009,The Pink Panther 2,1
2003,Beyond Borders,1
1980,Mother's Day,1
1996,Big Bully,1
1989,Shocker,1
1997,Year of the Horse,1
1993,Made in America,1
2001,Raye makhfi,1
1983,The Right Stuff,1
2003,Spinning Boris,1
1969,En passion,1
1985,Sesame Street Presents: Follow that Bird,1
2008,Maradona by Kusturica,1
2001,Town & Country,1
1955,Love Is a Many-Splendored Thing,1
1953,Let's Do It Again,1
2009,He's Just Not That Into You,1
2000,The Tigger Movie,1
1969,"They Shoot Horses, Don't They?",1
2002,Star Trek: Nemesis,1
2008,"Synecdoche, New York",1
1989,Rosalie Goes Shopping,1
2002,And Now... Ladies and Gentlemen...,1
1974,Travolti da un insolito destino nell'azzurro mare d'agosto,1
2006,Idlewild,1
1934,Man of Aran,1
1996,Children of the Corn: The Gathering,1
1988,Fresh Horses,1
1996,The Pillow Book,1
2003,The Core,1
2005,Legion of the Dead,1
1985,Plenty,1
1994,Drop Zone,1
1976,Im Lauf der Zeit,1
2003,Sinbad: Legend of the Seven Seas,1
1993,Manhattan Murder Mystery,1
1958,I Want to Live!,1
1935,Top Hat,1
1946,The Yearling,1
1990,Marked for Death,1
2004,Raise Your Voice,1
1993,Ma saison préférée,1
1995,Angels and Insects,1
1974,Frankenstein and the Monster from Hell,1
1985,Tampopo,1
1966,Hawaii,1
1994,Farinelli,1
2004,Deux frères,1
1990,An Angel at My Table,1
2001,Made,1
2004,Chasing Liberty,1
2005,The Brothers Grimm,1
1987,Square Dance,1
1971,THX 1138,1
2001,The Rising Place,1
2006,Lady in the Water,1
2000,Wonder Boys,1
2002,The Powerpuff Girls,1
1946,The Strange Love of Martha Ivers,1
1997,U Turn,1
2005,Manderlay,1
2008,Street Kings,1
1997,Picture Perfect,1
1996,Lawnmower Man 2: Beyond Cyberspace,1
1991,Naked Lunch,1
1994,Un indien dans la ville,1
2008,Kung Fu Panda,1
1988,Hero and the Terror,1
1994,Jing wu ying xiong,1
1999,8 ½ Women,1
2005,Die weisse Massai,1
1981,Happy Birthday to Me,1
1967,Wait Until Dark,1
1945,Blood on the Sun,1
2004,Bin-jip,1
1981,Escape from New York,1
1997,Lost Highway,1
1996,Infinity,1
2001,Gypsy 83,1
2002,Time Changer,1
2003,DysFunktional Family,1
1988,Big Top Pee-wee,1
1984,The Muppets Take Manhattan,1
1961,A Taste of Honey,1
1938,Room Service,1
1977,Opening Night,1
1981,Evilspeak,1
1956,The Benny Goodman Story,1
2007,The Condemned,1
1992,Night and the City,1
1998,Polish Wedding,1
1991,Highway 61,1
2004,Somersault,1
1997,"Truth or Consequences, N.M.",1
1943,Madame Curie,1
1946,Angel on My Shoulder,1
1999,Play It to the Bone,1
1948,The Naked City,1
1944,"Murder, My Sweet",1
2000,Dungeons & Dragons,1
2003,The Animatrix,1
2002,Poolhall Junkies,1
1991,Defending Your Life,1
2000,Left Behind,1
2004,Jailbait,1
2002,Igby Goes Down,1
1974,Les valseuses,1
2002,Yossi & Jagger,1
1998,Edge of Seventeen,1
2004,Fat Albert,1
1962,The Music Man,1
1986,Tai-Pan,1
1968,5 Card Stud,1
1989,Talvisota,1
2002,Shanghai Ghetto,1
1988,Bloodsport,1
1994,Timecop,1
1989,Shirley Valentine,1
1958,King Creole,1
1989,Shag,1
1992,Memoirs of an Invisible Man,1
1957,The Abominable Snowman,1
2004,Incident at Loch Ness,1
2009,Paul Blart: Mall Cop,1
1964,La peau douce,1
1991,Suburban Commando,1
1956,The Harder They Fall,1
1929,Un chien andalou,1
2000,Committed,1
1998,I Got the Hook Up,1
1998,Primary Colors,1
1972,The Hot Rock,1
1990,Navy Seals,1
1942,My Sister Eileen,1
1993,Mr. Nanny,1
1994,Squanto: A Warrior's Tale,1
1953,The Naked Spur,1
2005,Separate Lies,1
2007,A Mighty Heart,1
1998,West Beyrouth (À l'abri les enfants),1
1954,Devil Girl from Mars,1
2000,Cast Away,1
2007,Bratz,1
1995,Dolores Claiborne,1
1974,Dark Star,1
1997,4 Little Girls,1
2003,Salinui chueok,1
1980,The Long Good Friday,1
2004,Darwin's Nightmare,1
2002,Respiro,1
2002,Secretary,1
1960,House of Usher,1
1996,Fear,1
2000,Timecode,1
1975,Shampoo,1
2003,Spin,1
1993,Life with Mikey,1
2002,The Crocodile Hunter: Collision Course,1
2002,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,1
1943,The Life and Death of Colonel Blimp,1
2007,Darfur Now,1
1997,Donnie Brasco,1
1964,Le journal d'une femme de chambre,1
2004,Criminal,1
2000,Boiler Room,1
1982,Dünyayi kurtaran adam,1
1941,Johnny Eager,1
2006,The Departed,1
2001,Kabhi Khushi Kabhie Gham...,1
2009,In the Loop,1
1977,The Goodbye Girl,1
2001,The Shipping News,1
1982,Personal Best,1
1984,A Christmas Carol,1
1982,Long xiao ye,1
2001,Not Another Teen Movie,1
1995,El día de la bestia,1
1979,The Spaceman and King Arthur,1
2006,O Ano em Que Meus Pais Saíram de Férias,1
1998,Beloved,1
1973,American Graffiti,1
2006,Superman Returns,1
2002,Bowling for Columbine,1
1985,Runaway Train,1
2004,Layer Cake,1
2000,Happy Accidents,1
1979,Die Blechtrommel,1
1982,Hammett,1
2005,The Puffy Chair,1
2001,Jisatsu sâkuru,1
1995,Get Shorty,1
1999,Est - Ouest,1
2008,Over Her Dead Body,1
2003,Open Water,1
1992,Änglagård,1
1998,Air Bud: Golden Receiver,1
2005,The Aristocrats,1
1979,Woyzeck,1
1997,Mousehunt,1
1977,Shock Waves,1
2005,Ellie Parker,1
1988,Another Woman,1
1970,Elvis: That's the Way It Is,1
1995,Carmen Miranda: Bananas Is My Business,1
1926,The Son of the Sheik,1
1989,The Gods Must Be Crazy II,1
2008,Käsky,1
1965,The Hallelujah Trail,1
1985,Desert Hearts,1
1964,My Fair Lady,1
1981,On Golden Pond,1
2007,La question humaine,1
1979,The Driller Killer,1
2001,Wasabi,1
1973,The Three Musketeers,1
2005,Metal: A Headbanger's Journey,1
1989,Little Monsters,1
1988,Stand and Deliver,1
1929,The Manxman,1
1941,The Lady Eve,1
1989,DeepStar Six,1
1981,Tegeran-43,1
1991,Wildflower,1
2008,Zack and Miri Make a Porno,1
1982,Annie,1
2006,United 93,1
2000,Wo hu cang long,1
1949,The Fountainhead,1
1984,A Private Function,1
1999,The Last September,1
1981,The Howling,1
2004,Agent Cody Banks 2: Destination London,1
1990,Ernest Goes to Jail,1
1980,Cruising,1
1991,V.I. Warshawski,1
2008,The Longshots,1
1964,The Moon-Spinners,1
1985,Huang jia shi jie,1
2003,Boys Life 4: Four Play,1
1948,Fort Apache,1
1976,Harry and Walter Go to New York,1
1993,RoboCop 3,1
1994,Beyond Bedlam,1
1999,Petits frères,1
2001,To End All Wars,1
1990,Slumber Party Massacre III,1
1996,Santa with Muscles,1
1987,Cobra Verde,1
2006,The Namesake,1
1981,Scanners,1
2000,The Whole Nine Yards,1
2006,Poseidon,1
2005,Kinky Boots,1
2003,The Cooler,1
1989,The Toxic Avenger Part III: The Last Temptation of Toxie,1
1993,Matinee,1
2007,My Blueberry Nights,1
1999,One Day in September,1
1997,Retroactive,1
1990,My Blue Heaven,1
1996,Celtic Pride,1
2005,Murderball,1
2000,Trixie,1
1975,Shivers,1
1997,Nil by Mouth,1
1997,Alien Escape,1
1998,Left Luggage,1
1944,Laura,1
1999,Anywhere But Here,1
1999,Wild Wild West,1
2002,The Adventures of Pluto Nash,1
1932,Grand Hotel,1
1990,Miller's Crossing,1
2003,The Cat in the Hat,1
1988,The Decline of Western Civilization Part II: The Metal Years,1
1998,The Faculty,1
2007,King of California,1
2002,He ni zai yi qi,1
2008,Camp Rock,1
1943,I Walked with a Zombie,1
1966,Caccia alla volpe,1
1979,Roller Boogie,1
1976,The Food of the Gods,1
1993,Stalingrad,1
1971,The Last Picture Show,1
1984,Rhinestone,1
1982,Jönssonligan & DynamitHarry,1
1954,The Naked Jungle,1
1984,Hard to Hold,1
1995,Fall Time,1
2000,Scary Movie,1
2000,Bossa Nova,1
1985,The Purple Rose of Cairo,1
1961,Barabba,1
1984,The Flamingo Kid,1
1984,Thief of Hearts,1
2005,Äideistä parhain,1
1980,Times Square,1
1995,Feast of July,1
2001,Double Whammy,1
2006,The Queen,1
2002,Sweet Home Alabama,1
1976,The Slipper and the Rose: The Story of Cinderella,1
1935,The 39 Steps,1
1979,The Jerk,1
1989,Coming Out,1
1988,Off Limits,1
1993,A Far Off Place,1
1972,La novia ensangrentada,1
1961,Pit and the Pendulum,1
1995,Dangerous Minds,1
2006,She's the Man,1
1998,Meet the Deedles,1
2002,"Frank McKlusky, C.I.",1
2001,Chelsea Walls,1
1985,The Holcroft Covenant,1
1973,The Paper Chase,1
1992,A Killer Among Friends,1
1977,High Anxiety,1
1996,Hak hap,1
1992,Io speriamo che me la cavo,1
1953,Madame de...,1
1994,Ladybird Ladybird,1
2000,The Opportunists,1
2006,Just My Luck,1
1982,The King of Comedy,1
1992,Prelude to a Kiss,1
1937,Way Out West,1
1992,White Sands,1
2003,The Rundown,1
2002,Tasogare Seibei,1
2007,Blades of Glory,1
1988,Clean and Sober,1
1999,Onegin,1
1998,Another Day in Paradise,1
2006,All the Boys Love Mandy Lane,1
1989,The Rachel Papers,1
1998,The Replacement Killers,1
1990,It,1
1986,Clockwise,1
2000,Keep the River on Your Right: A Modern Cannibal Tale,1
1992,HouseSitter,1
1997,My Son the Fanatic,1
2002,The Secret Lives of Dentists,1
1997,Cop Land,1
2006,Who Killed the Electric Car?,1
2007,Nightmare City 2035,1
2004,Dead Birds,1
1972,Horror Express,1
1997,Zeus and Roxanne,1
1968,La mariée était en noir,1
1994,Wolf,1
1995,Crimson Tide,1
1973,Scarecrow,1
1999,Ghost Dog: The Way of the Samurai,1
1988,Without a Clue,1
1997,Bacheha-Ye aseman,1
1998,"Dancer, Texas Pop. 81",1
1992,The Mambo Kings,1
1998,More,1
2003,The Last Horror Movie,1
2001,Intacto,1
1993,Heart and Souls,1
1999,Ruang talok 69,1
1957,Battle Hymn,1
2002,Mou gaan dou,1
1984,Sixteen Candles,1
1990,Quick Change,1
1986,Sorority House Massacre,1
2001,Legally Blonde,1
2004,Jiminy Glick in Lalawood,1
1948,Mr. Blandings Builds His Dream House,1
1995,Wings of Courage,1
1987,Less Than Zero,1
1945,Dead of Night,1
1997,Rosewood,1
1989,Queen of Hearts,1
2002,Satin rouge,1
2008,21,1
2004,Taegukgi hwinalrimyeo,1
1999,Blast from the Past,1
1986,Nine 1/2 Weeks,1
2006,A Good Year,1
1997,Broadway Damage,1
1967,Divorce American Style,1
2002,Divine Secrets of the Ya-Ya Sisterhood,1
1987,House of Games,1
2003,The Haunted Mansion,1
1992,The Hand That Rocks the Cradle,1
2005,Stay,1
1996,Feeling Minnesota,1
2005,The Adventures of Sharkboy and Lavagirl 3-D,1
1975,Nashville,1
2008,Vantage Point,1
1957,Peyton Place,1
1978,KISS Meets the Phantom of the Park,1
1948,Johnny Belinda,1
2005,Hoodwinked!,1
1987,The Monster Squad,1
2004,Benji: Off the Leash!,1
1972,Gli orrori del castello di Norimberga,1
1981,Carbon Copy,1
2001,Someone Like You...,1
2005,Wallace & Gromit in The Curse of the Were-Rabbit,1
2001,Vanilla Sky,1
1980,Star Wars: Episode V - The Empire Strikes Back,1
2000,Drowning Mona,1
2003,"Legally Blonde 2: Red, White & Blonde",1
1996,Beautiful Thing,1
2004,Da Block Party,1
2003,Jeux d'enfants,1
2000,Yi yi,1
2007,Full of It,1
1999,Yi ge dou bu neng shao,1
1992,A League of Their Own,1
1994,I Like It Like That,1
2007,Nina Frisk,1
2003,Veronica Guerin,1
2007,Tin Man,1
2000,Mr. Accident,1
1994,Il postino,1
1995,Smoke,1
2002,Zona Zamfirova,1
1989,Powwow Highway,1
1925,The Phantom of the Opera,1
1995,The Brothers McMullen,1
1994,"Corrina, Corrina",1
2007,Byôsoku 5 senchimêtoru,1
1970,Performance,1
2008,"Definitely, Maybe",1
1993,Carlito's Way,1
1952,Kansas City Confidential,1
1995,When Night Is Falling,1
1979,Hair,1
1975,Breakheart Pass,1
1977,Xing xing wang,1
1997,I Married a Strange Person!,1
2001,Late Night Shopping,1
1990,Narrow Margin,1
1971,They Might Be Giants,1
2002,Boksuneun naui geot,1
1980,"Oh, God! Book II",1
1919,Broken Blossoms or The Yellow Man and the Girl,1
1951,The Browning Version,1
1952,Belles on Their Toes,1
1977,The Last Wave,1
1961,El Cid,1
1972,Prime Cut,1
1994,Nadja,1
2003,After School Special,1
1996,Muppet Treasure Island,1
1978,Revenge of the Pink Panther,1
2006,Take the Lead,1
1974,The Lord's of Flatbush,1
1944,Double Indemnity,1
1995,Dracula: Dead and Loving It,1
1996,Sik san,1
2001,Zoolander,1
2006,RV,1
2004,Saved!,1
1972,Buck and the Preacher,1
1994,The Endless Summer 2,1
1982,Experience Preferred... But Not Essential,1
1995,Badkonake sefid,1
1945,State Fair,1
2003,Petites coupures,1
1963,I tre volti della paura,1
1985,White Nights,1
1993,Wong Fei Hung ji saam: Si wong jaang ba,1
1989,Kill Me Again,1
1995,Rent-a-Kid,1
2000,Dancer in the Dark,1
1996,Bloodsport 2,1
1990,Home Alone,1
1999,The Talented Mr. Ripley,1
1993,The Firm,1
1979,Amator,1
1974,Big Bad Mama,1
1972,Marjoe,1
2003,Gigli,1
2000,Autumn in New York,1
2003,Melvin Goes to Dinner,1
1964,Father Goose,1
1991,Body Parts,1
1973,Electra Glide in Blue,1
1988,36 fillette,1
1995,Butterfly Kiss,1
1970,The Ballad of Cable Hogue,1
1985,That Was Then... This Is Now,1
1986,The Golden Child,1
2007,Mr. Woodcock,1
1996,The Wind in the Willows,1
1995,Der Totmacher,1
2001,Brigham City,1
2002,Real Women Have Curves,1
1931,M,1
1995,Caballos salvajes,1
1927,Berlin: Die Sinfonie der Grosstadt,1
2001,L.I.E.,1
1997,Out to Sea,1
1977,The Spy Who Loved Me,1
1969,Easy Rider,1
1998,Frogs for Snakes,1
1975,The Apple Dumpling Gang,1
1988,The Lair of the White Worm,1
1981,Quella villa accanto al cimitero,1
1993,Red Rock West,1
1996,La promesse,1
1995,Frank and Ollie,1
1992,Raising Cain,1
1985,Re-Animator,1
1961,Une femme est une femme,1
2008,Four Christmases,1
1990,The Adventures of Ford Fairlane,1
2004,Walk on Water,1
1998,The Acid House,1
1961,The AbsentMinded Professor,1
1993,Wayne's World 2,1
1972,Deep Throat,1
1978,Game of Death,1
1972,Siddhartha,1
1995,Hackers,1
1970,Watermelon Man,1
1966,The Endless Summer,1
2001,Much Ado About Something,1
2006,Sixty Six,1
1995,Never Talk to Strangers,1
2006,Running with Scissors,1
2003,In the Cut,1
1988,Dom za vesanje,1
2007,The Comebacks,1
2002,The Sum of All Fears,1
2007,Breach,1
1996,Microcosmos: Le peuple de l'herbe,1
2002,Sunshine State,1
1993,It's All True,1
2002,Between Strangers,1
2000,Where the Money Is,1
2003,The Matrix Revolutions,1
1994,Camilla,1
1998,With Friends Like These...,1
1965,Per qualche dollaro in più,1
1939,"Goodbye, Mr. Chips",1
1986,The Big Easy,1
1976,Car Wash,1
1990,Young Guns II,1
1992,Prom Night IV: Deliver Us from Evil,1
1993,Amityville: A New Generation,1
1975,Histoire d'O,1
1995,Leaving Las Vegas,1
1993,Once Upon a Forest,1
1984,Mike's Murder,1
1996,L'appartement,1
1982,Young Doctors in Love,1
2002,State Property,1
2004,The Princess Diaries 2: Royal Engagement,1
1999,Message in a Bottle,1
1934,Twentieth Century,1
1992,Malcolm X,1
1979,Going in Style,1
1993,Super Mario Bros.,1
1982,Liquid Sky,1
2007,Naissance des pieuvres,1
1992,Topâzu,1
1960,Die 1000 Augen des Dr. Mabuse,1
1997,Regeneration,1
2001,La ciénaga,1
2005,Emmanuel's Gift,1
1978,Who'll Stop the Rain,1
1981,The Entity,1
1998,Reach the Rock,1
1959,Sleeping Beauty,1
1969,Change of Habit,1
1967,Jôi-uchi: Hairyô tsuma shimatsu,1
1974,Young Frankenstein,1
2007,Nancy Drew,1
1995,Canadian Bacon,1
1999,Guinevere,1
2004,Wimbledon,1
1986,Hoosiers,1
1987,Hunk,1
2005,Undiscovered,1
1999,Never Been Kissed,1
1991,Sleeping with the Enemy,1
1998,The Life and Times of Hank Greenberg,1
1977,Audrey Rose,1
1945,Les enfants du paradis,1
1994,It Could Happen to You,1
1952,We're Not Married!,1
2003,My Architect,1
1998,Black Dog,1
1991,Not Without My Daughter,1
1942,In This Our Life,1
1959,The Battle of the Sexes,1
1972,Kozure ôkami: Ko wo kashi ude kashi tsukamatsuru,1
1990,White Palace,1
1985,Calamari Union,1
1974,Caged Heat,1
1980,Coal Miner's Daughter,1
1999,The Source,1
1997,Abre los ojos,1
1962,Sweet Bird of Youth,1
2000,Shadow of the Vampire,1
2008,Knight Rider,1
2004,Anatomie de l'enfer,1
1951,When Worlds Collide,1
2007,Grace Is Gone,1
1928,The Farmer's Wife,1
1992,Manufacturing Consent: Noam Chomsky and the Media,1
1970,On a Clear Day You Can See Forever,1
1998,Strangeland,1
1996,Tesis,1
1980,Oh Heavenly Dog,1
1994,Once Were Warriors,1
2007,The Kite Runner,1
1990,Flashback,1
1952,On Dangerous Ground,1
1990,The Prince and the Pauper,1
1995,A Month by the Lake,1
1974,The Island at the Top of the World,1
1981,The Evil Dead,1
2005,Hooligans,1
2007,The Number 23,1
2007,She Drives Me Crazy,1
2008,Stop-Loss,1
1998,The Gingerbread Man,1
1995,Margaret's Museum,1
2000,Thomas and the Magic Railroad,1
2005,Waiting...,1
1944,Going My Way,1
1983,The Dresser,1
2001,Abril Despedaçado,1
2006,A Scanner Darkly,1
2005,Sweet Land,1
1986,Round Midnight,1
1949,Africa Screams,1
1928,Steamboat Willie,1
2007,Zeitgeist,1
1987,The Last Emperor,1
1990,Gremlins 2: The New Batch,1
1994,Stargate,1
1984,Broadway Danny Rose,1
1998,Arguing the World,1
2000,Book of Shadows: Blair Witch 2,1
1981,La soupe aux choux,1
1987,White Water Summer,1
2004,Walking Tall,1
1989,Pet Sematary,1
2003,Le temps du loup,1
1957,The Prince and the Showgirl,1
1999,Simon Sez,1
1995,Showgirls,1
2008,Harold & Kumar Escape from Guantanamo Bay,1
1996,Libertarias,1
2002,Umi wa miteita,1
1992,Sister Act,1
2000,Lakeboat,1
1981,The Fox and the Hound,1
1995,Just Cause,1
1997,24 7: Twenty Four Seven,1
1997,Addicted to Love,1
1987,Moonstruck,1
1958,South Pacific,1
1987,Light of Day,1
1998,Hilary and Jackie,1
2007,The Simpsons Movie,1
1995,It Takes Two,1
2008,Hunger,1
2007,Waitress,1
1978,In Praise of Older Women,1
1986,Crocodile Dundee,1
1999,Arlington Road,1
2007,Freedom Writers,1
2007,In the Name of the King: A Dungeon Siege Tale,1
2006,Grandma's Boy,1
2000,Our Song,1
1994,Surviving the Game,1
1988,Masquerade,1
1996,The Preacher's Wife,1
2008,Transsiberian,1
1995,Casper,1
1996,Bio-Dome,1
2001,Sin noticias de Dios,1
1986,Band of the Hand,1
1999,A Dog of Flanders,1
2006,Mon meilleur ami,1
1942,The Pride of the Yankees,1
1996,Søndagsengler,1
1996,Sleepers,1
2002,John Q,1
1998,Spriggan,1
1967,In the Heat of the Night,1
1969,What Ever Happened to Aunt Alice?,1
2005,Why We Fight,1
1936,The Invisible Ray,1
1995,The Journey of August King,1
1998,Stepmom,1
2004,The Clearing,1
1987,Deliria,1
1999,Rang-e khoda,1
1984,Romancing the Stone,1
1989,The Experts,1
1974,It's Alive,1
1976,Ai no korîda,1
1973,Jeremy,1
2008,The Edge of Love,1
1999,Jesus' Son,1
1990,Betsy's Wedding,1
2001,Life and Debt,1
2003,Vozvrashchenie,1
1974,The Yakuza,1
1990,The Field,1
1947,It Had to Be You,1
1984,Un amour de Swann,1
1992,Mom and Dad Save the World,1
1965,Lásky jedné plavovlásky,1
2003,Octane,1
2007,Le scaphandre et le papillon,1
2001,Hundstage,1
1995,Welcome to the Dollhouse,1
1998,Get Real,1
2006,Little Children,1
1986,Back to School,1
2007,Resident Evil: Extinction,1
2006,A Guide to Recognizing Your Saints,1
2008,Get Smart,1
2000,The Ballad of Ramblin' Jack,1
1997,Metroland,1
2008,27 Dresses,1
1955,Tuntematon sotilas,1
1990,Prom Night III: The Last Kiss,1
1996,Extreme Measures,1
1999,Harem suaré,1
2000,A Shot at Glory,1
1992,Kurenai no buta,1
1992,The Bodyguard,1
1966,The Trouble with Angels,1
1997,Lucie Aubrac,1
1985,Dance with a Stranger,1
2001,War Photographer,1
1994,The Cowboy Way,1
1949,Shizukanaru kettô,1
2004,Dandelion,1
1997,Austin Powers: International Man of Mystery,1
1981,Le notti del terrore,1
1939,Jamaica Inn,1
1961,West Side Story,1
1958,Vertigo,1
1986,The Morning After,1
1993,Hexed,1
1976,Burnt Offerings,1
1969,The Wild Bunch,1
1995,In the Mouth of Madness,1
1988,U2: Rattle and Hum,1
1982,Rocky III,1
1984,Beverly Hills Cop,1
1999,Mansfield Park,1
2006,Reprise,1
1988,My Stepmother Is an Alien,1
1996,Space Jam,1
2006,Shut Up & Sing,1
2003,Ondskan,1
1936,The Green Pastures,1
1988,Bull Durham,1
1936,Libeled Lady,1
1995,A Personal Journey with Martin Scorsese Through American Movies,1
1988,High Spirits,1
1986,Jumpin' Jack Flash,1
1975,Salò o le 120 giornate di Sodoma,1
2002,Austin Powers in Goldmember,1
2002,Rabbit-Proof Fence,1
1990,Nuns on the Run,1
1994,Dumb & Dumber,1
1997,Zork: Grand Inquisitor,1
1987,The Living Daylights,1
1969,Paint Your Wagon,1
1966,Masculin féminin: 15 faits précis,1
1993,Jurassic Park,1
2000,The King Is Alive,1
2000,The Way of the Gun,1
1994,Sister My Sister,1
1999,Topsy-Turvy,1
1996,The Rich Man's Wife,1
