name,cast_position,count
J.D. Silvester,30,1
Milo O'Shea,15,1
Bob Sessions,10,1
Bobby Pestka,135,1
Dasi Ruz,80,1
Giorgia Massetti,11,1
Christopher Carlos,34,1
Gary Graham,17,1
Kyoko Hasegawa,13,1
Mona Malm,14,1
Ivan Dobronravov,2,1
Liliana Castro,5,1
Patrick Fabian,20,1
Michael Jayston,5,1
Gerald Oliver Smith,34,1
Vincent Martin,22,1
Jean Wall,5,1
Benoit Giros,7,1
Jack Klaff,29,1
Franco Citti,1,1
Nestor Carbonell,10,1
Martha Sleeper,9,1
Rynagh O'Grady,18,1
Gypsy Rose Lee,32,1
Frédéric Lanoir,36,1
Esther Somers,11,1
Octavia L. Spencer,17,1
Linda Porter,18,1
Jeff Black,7,1
Darren Boyd,5,1
Dora Doll,6,1
Susan Behshid,3,1
Eric Spear,62,1
Emmanuelle Chriqui,2,1
Seung-wan Ryoo,9,1
Jai Stefan,44,1
Brenda Bruce,8,1
Arthur Space,6,1
Richard Macklin,15,1
Mickey Rourke,10,1
Vincent Martella,17,1
Dan Brinkle,21,1
Lucy O'Neil-Taylor,54,1
Brooke Adams,82,1
Frank Ferguson,13,1
"Howard ""Stick"" Baines",13,1
Virginia Capers,18,1
Zach Mills,10,1
Roland Drew,16,1
Cosma Shiva Hagen,40,1
Anne Wazemsky,13,1
Jameson Parker,3,1
Noriko Sengoku,9,1
Matreya Fedor,7,1
Steve Eastin,9,1
Dwayne Morgan,46,1
Rick Snyder,34,1
Julia LaShae,17,1
Michael Aniel Mundra,5,1
Geoff Bell,12,1
Barry Sonnenfeld,31,1
Osman Yusuf,10,1
Lil C,5,1
Don Siegel,29,1
Fujio Tokita,11,1
Daniel Kuzniecka,8,1
Florence Bates,8,1
Rusty Schwimmer,17,1
Tony Curran,2,1
Alan Shearman,24,1
Diane Jergens,4,1
Layton Morrison,26,1
Charley Bates,12,1
Péter Fancsikai,17,1
Alberto Estrella,29,1
Charles Jr. Chaplin,7,1
Damon Gibson,9,1
Marjorie Reynolds,2,1
Hal Taggart,21,1
Joe Cappelletti,34,1
Laura Tomiselli,11,1
Fany de Castro,17,1
John B. Sterling,52,1
Travis Koestler,72,1
Joey Faye,21,1
David Lewis,28,1
Brian Brophy,12,1
Robert Hayley,48,1
Thabang Mothle,38,1
Cynthia Ettinger,34,1
Loudon Wainwright,16,1
Anne Ewen,21,1
Art Hindle,3,1
Gloria Stuart,8,1
Matthew Pearson,33,1
Kathleen Quinlan,4,1
Patrick O'Neal,24,1
LeRoy Neiman,20,1
Alastair Mackenzie,17,1
Rick Warden,16,1
Greg Lowe,58,1
Luigi Barbini,7,1
Yoshihiro Nishimura,18,1
Will Wright,35,1
Spider Stacy,40,1
Alexandra Pirici,5,1
Gwyda DonHowe,16,1
Warner Miller,31,1
Rita Davies,7,1
Melvil Poupaud,1,1
Ulla Dirscherl Van Zeller,39,1
Douglas Dumbrille,23,1
Paul Adelstein,8,1
Judith Lowry,13,1
Jack Callow,21,1
Lisa Hogg,8,1
Shirley Jones,4,1
David Doty,12,1
Phyllis McMahon,32,1
Gerik Schjelderup,37,1
Ruth Roman,14,1
Nathaniel Lees,8,1
Matthew Chamberlain,11,1
Ben Harcourt,60,1
John Kelly,9,1
Yeong-suk Jeong,6,1
Ademar Da Silva,12,1
Linda Hardy,3,1
Russell Means,1,1
Bert Roach,16,1
Carole Ashby,40,1
Tony Burton,10,1
Doris Kemper,16,1
Roy Jenson,40,1
Mel Brooks,16,1
Celia Imrie,4,1
"James ""Fred"" Culclasure",23,1
Talia Pura,11,1
Colin Gordon,7,1
Mana Mohammed,151,1
Frank Reicher,27,1
Nathalie Poza,8,1
Shon Greenblatt,14,1
Olaf Ussing,4,1
Ron Weyand,30,1
Tierra McRae-Spence,53,1
Budgie Prewitt,34,1
Vahina Giocante,4,1
Raphaël Coleman,8,1
William Lanteau,8,1
Kurt Katch,9,1
Marie Meyer,34,1
Peter Jeffrey,19,1
Tamara Fox Meyerson,22,1
Johnny Holiday,27,1
Sarah Bing,11,1
Von Flores,38,1
Patsy Smart,14,1
David Cowgill,92,1
Quim Gutiérrez,1,1
Swoop Whitebear,55,1
Brick Bronsky,7,1
Dame Sybil Thorndike,21,1
John Cann,50,1
Jay Ward,17,1
Ancel Cook,27,1
Mabel Albertson,13,1
Nadine Burke,12,1
Gerardo Del Aguila,27,1
Emilio Cast,32,1
Michael Dean,17,1
Serena Reeder,5,1
Peter Baldwin,4,1
Peter McDonald,14,1
Kevin Thompson,34,1
Kathy Burke,42,1
Lynette Tompkins,54,1
Robert LuPone,15,1
Miguel Ángel Rodríguez (I...,2,1
Chance Michael Corbitt,14,1
Jirí Lábus,9,1
Robert Cantini,34,1
William Thunhurst Jr.,51,1
Milt Kibbee,31,1
Bill Hillman,33,1
Otis Best,30,1
Frank Hopf,10,1
Megumi Shimanuki,29,1
Eddie Boland,7,1
Beate Bille,7,1
Herschel Bernardi,4,1
Leon Belasco,13,1
Dick Elliott,24,1
Buddy Guy,2,1
George Meader,29,1
George Hamilton,13,1
Noni Lewis,18,1
Philip Daniel Bolden,5,1
Nathaniel Arcand,1,1
Mary Hill,11,1
Vincent J. Isaac,59,1
Harry Dean Stanton,56,1
Kristen Wiig,19,1
Norman Fell,11,1
Joseph Shaw,16,1
Ben Gottlieb,21,1
Jack Lee,81,1
Werner Krauss,1,1
Ronald Simpson,31,1
Pietari,20,1
Ed Cree,28,1
Vasile Negru,33,1
Chus Lampreave,5,1
Eric Sabela,15,1
Evelina Lundqvist,52,1
Ben Cauley,4,1
Renato Magno,47,1
Eva Krzyzewski,16,1
Yaser Alamoodi,57,1
Heather Wilde,19,1
Jean-Pierre Cormarie,37,1
Morris Birdyellowhead,4,1
Shawn Hatosy,29,1
The Time,15,1
Omar Sharif,55,1
Bill Croft,7,1
Eiko Miyoshi,6,1
Andrew Buchanan,23,1
"Philip ""Spee-D"" Albuquerq...",90,1
Roger Iwami,18,1
Dhiru Shah,43,1
Janel Moloney,25,1
Wayne Pére,8,1
Morgan Paull,5,1
Bill Mackenzie,10,1
Thomas Pogue,36,1
Peter Owens,19,1
Ashley Springer,17,1
Peter Spears,22,1
Mindy Bryant,39,1
Jane Luk,13,1
Eric Lively,1,1
Clive Owens,14,1
Michael Dansk,41,1
Dominic Marcus,14,1
Philip Daniel Bolden,10,1
Graziella Galvani,5,1
Darrell Hammond,12,1
Randy Quaid,26,1
Miles Heizer,3,1
Dirk Vahle,22,1
Ariel Galvan,21,1
Leanne Carr,109,1
Lisa Puddicombe,35,1
James Craven,14,1
Lee Shumway,38,1
Patricia Smith,5,1
Sakina Jaffrey,9,1
Elizabeth Peña,1,1
Carlos Bardem,12,1
Qiana Chase,48,1
Theresa Russell,3,1
Jiji Bû,4,1
Valarie Pettiford,7,1
Adele Malis-Morey,35,1
Denise Dowse,11,1
Toshiyuki Nagashima,6,1
Tania Verafield,14,1
Griffith Jones,4,1
Isaac Fain,9,1
Audrey Fildes,19,1
David Boliver,6,1
Bill McHenry,9,1
Kathryn Kates,8,1
Noam Chomsky,1,1
James Mitchell,35,1
Scott Patterson,3,1
Jason Robards Sr.,6,1
Angelica Sancho,22,1
Amy Hill,6,1
Linnea Sharples,20,1
Christophe Tanchaud,118,1
Betty Cargyle,22,1
Luis Roberto Galizia,28,1
Leo Steiner,30,1
"Sammy ""Sunshine"" Morrison",29,1
Kevin Wiggins,50,1
Joshua Mihal,22,1
Natalie Johnson,42,1
Enrico Lo Verso,27,1
Stephen Carlile,13,1
Joseph Siravo,24,1
Dong-Kun Jang,7,1
Michael Cavanaugh,3,1
Janessa Crimi,82,1
Joey Forman,11,1
Melissa Leo,6,1
Roy Royston,1,1
Naseeruddin Shah,8,1
Susanna Pasolini,11,1
Guillermo Iván,22,1
Elizabeth Franz,17,1
Harriet Manamela,22,1
Charles Bennett,26,1
Betty Gould,31,1
Nathaniel Frey,6,1
Maria Consuelo Perez,25,1
George O'Brien,5,1
Kathleen Quinlan,9,1
Francis Pierlot,77,1
Alan Hewitt,8,1
Joe Camareno,4,1
Sherman Howard,1,1
Lisa Hoyle,22,1
Susan Brady,21,1
J.D. VanSickle,18,1
Manuel Padilla,24,1
Frankie Muniz,5,1
Harry Carey Jr.,2,1
John Bleifer,18,1
Berton Churchill,24,1
Peter Keleghan,6,1
Brian Huskey,19,1
Ray Barrett,9,1
Cay Forrester,28,1
David Huband,8,1
Edith Barrett,4,1
Karl Lukas,19,1
Katy Mixon,11,1
Briana Evigan,1,1
Chrislyn Austin,50,1
Russ Brown,18,1
Li Ming,11,1
Olaf Pooley,18,1
Harry Fleer,40,1
Juliette Caton,1,1
Jo Flores Chase,30,1
Margaret Loesch,15,1
Pat Ast,16,1
Tsai Chin,14,1
Dicken Ashworth,10,1
Sam Freed,15,1
Harry Blackman,10,1
Will Shaw,32,1
Jason Wingreen,17,1
Sharon Wilkins,41,1
Susana Pampin,10,1
Anthony Norman McKay,51,1
Suzann O'Neill,33,1
Ford West,10,1
John Watson Sr.,28,1
Robert Hirschfeld,29,1
Sam Kung,45,1
Akira Emoto,6,1
Paul Fonteyn,29,1
Gary Owen,18,1
Shauna MacDonald,5,1
Dennie Moore,30,1
Akiko Takeshita,7,1
Corina Gough,37,1
Javier Godino,47,1
Ric Young,34,1
Frank McGlynn Sr.,47,1
Richard Kenneth Brevard J...,18,1
Roland Winters,6,1
Dix Davis,20,1
Bruce Myers,7,1
Sarah Crowden,21,1
Van Johnson,10,1
Pat Heywood,8,1
Don Pulford,30,1
Alex Karras,3,1
Blanca Reyes,30,1
Steven Patrick Morrissey,6,1
Dorothy Meyer,13,1
Brett Irving Coppa,44,1
Benedikt Erlingsson,4,1
Chris Lisciandro,65,1
Amanda Dickinson,15,1
Joseph Crehan,15,1
Patrick Fraley,26,1
Jay Pickett,40,1
Nikolaus Deutsch,11,1
Nicolette Sheridan,31,1
John Atterbury,61,1
Philippe Sorgel,115,1
Peter Cartwright,15,1
Eiji Okuda,8,1
Teo Gheorghiu,1,1
Ichiro Nagai,11,1
Tedd Taskey,1,1
Howard Lew Lewis,51,1
Deborah Harry,8,1
Natasha Carabello,87,1
Pepe Patatin,22,1
Kevin Chapman,11,1
Ruth McDevitt,5,1
Peter Bowles (II),26,1
Tenia Taylor,43,1
Katy Behean,9,1
Mark Warren,19,1
Bill Collins,21,1
Darrell Zwerling,36,1
Derek Francis,13,1
Nanou Garcia,13,1
Gary McLarty,32,1
Gatlin Green,12,1
Brian Simpson,17,1
April Stewart,14,1
Daniel Pommereulle,18,1
Heather Freedman,46,1
Ryan McCluskey,24,1
Fall Out Boy,7,1
Angus,23,1
Robert Higden,38,1
Sky McCole Bartusiak,9,1
Cristian Cruz,37,1
Claire Gerard,16,1
Matthew Rauch,16,1
Elsa Raven,10,1
Joe Caits,22,1
Coralie Revel,1,1
Timothy James Adams,43,1
Angie Martinez,42,1
Silvia De Santis,5,1
Leda Gloria,10,1
Penny Martin,38,1
Erika Dario,6,1
Carey Mulligan,10,1
Kathryn Walker,3,1
Clark,15,1
Benito Stefanelli,19,1
Roger Ashton-Griffiths,17,1
Kathy Ireland,27,1
Willy Goldstein,34,1
Chiaki Kominami,7,1
Frank Henson,21,1
Winston Ellis,38,1
Austin Herrera Davis,34,1
Tomas Zatecka,13,1
Zakiuddin Mohd Farooque,50,1
Matthew Davis,9,1
Cis Rundle,14,1
Ken Sagoes,34,1
Sven-Bertil Taube,1,1
Bob Zaremba,21,1
Wayne Allwine,3,1
Daniel Krolik,9,1
Eleanor Bron,7,1
Laura Cayouette,12,1
Tess Harper,4,1
Marie Jelliman,7,1
Troy Rowland,26,1
Ellis Irving,18,1
Clayton Watson,10,1
Ben Slack,12,1
Jules Sitruk,3,1
Dan Griffiths,24,1
George Eldredge,52,1
Kett Turton,2,1
Gerlinda Eger,22,1
John Sharian,59,1
Stacy Ferguson,11,1
Norman Shelley,36,1
Billy West,34,1
Jlang Wen,20,1
Matthew Nicolay,15,1
Marilyne Even,14,1
Adolfo Celi,11,1
Herbert Smith,11,1
Patrick McVey,34,1
Erik Thomson,4,1
Glenn Wright,50,1
Jean-Marc Stehle,7,1
Ciaran Fitzgerald,9,1
Luciano Pigozzi,10,1
Barbara Dennek,2,1
Yann Le Berre,77,1
Jenny Wade,48,1
Kelly Thordsen,22,1
Rosemary De Camp,8,1
Birgitta Pettersson,4,1
Evan Sabara,22,1
Hie-bong Byeon,2,1
John Hunt,1,1
William Cameron,1,1
Ángela Molina,2,1
Jaclyn Hanson,48,1
Kenneth A. Brown,17,1
Kevin McNulty,27,1
Hiroshi Koizumi,2,1
Adam Del Rio,25,1
Philippe Uchan,49,1
James Van Harper,29,1
Camille Paglia,19,1
Milena Dravic,5,1
Nicholas Tse,1,1
Herbie Faye,9,1
Jester Hairston,14,1
Wolfman Jack,26,1
Keith Carradine,63,1
Joseph Gonzalez,1,1
Michael Meyers,5,1
Collin Thornton,19,1
Zach Cumer,25,1
Boaz Rein Buskila,7,1
Anthony Zerbe,3,1
Alexandra Paul,27,1
Ruth Silveira,35,1
William Lundigan,12,1
John Power,35,1
Grayson Stone,31,1
Abraham Sofaer,7,1
Amanda Li,11,1
John Alvin,1,1
Liza Weil,12,1
Adrian Paul,15,1
Janis Carter,4,1
Amanda Walker,13,1
Robert Irvin Elliott,17,1
Kelley Hill,11,1
Heidy Forster,9,1
Derek Aasland,34,1
Kate del Castillo,2,1
Alexandra Kerry,44,1
Jeff O'Haco,19,1
Charlie Cho,9,1
Ardon Bess,22,1
Rob Gfroerer,20,1
Matti Pellonpää,6,1
Marjorie Eaton,11,1
Denis Akiyama,13,1
Tyron Leitso,2,1
Anupam Shyam,24,1
Philip Anglim,6,1
Landers Stevens,21,1
Tamara Hickey,13,1
Mignon Elkins,1,1
Ren Osugi,14,1
Leopold Lemarchand,13,1
Jacques Herlin,3,1
Charles Levin,20,1
Anna Belle Francis,3,1
Leo Phillips,15,1
Ma'at Zachary,135,1
Harriet Thorpe,27,1
Otto Waldis,28,1
Jena Carpenter,41,1
Marcus Anthony,61,1
Lacey Chabert,7,1
Vittorio Emanuele Propizi...,6,1
Leanne Lee,31,1
Dan Catellaneta,4,1
Frederick Ledebur,6,1
Souad Amidou,16,1
Dusan Fager,12,1
Don Fischer,16,1
Tom Ellis,28,1
Donald Eccles,13,1
Gaston Modot,16,1
Sean Lampkin,31,1
Christopher Cousins,7,1
Andrew Sachs,29,1
"Eric ""Kaos"" Etebari",11,1
Gary Lee Cavagnaro,13,1
Juliette Meyniac,12,1
Sasha Cohen,16,1
Kiersten Warren,13,1
Barbara Boreman,29,1
Gail Klicman,23,1
Anne Ramsay,25,1
Gary Powell,1,1
Broderick Crawford,8,1
B.J. Koonce,38,1
Gerald Yamada,2,1
Gary Hudson,15,1
Tom Fisher,34,1
Alex Rocco,19,1
Melissa Leo,13,1
John Bernard Martin,51,1
Dorothy Stevenson-Bigby,35,1
Jim Karol,32,1
Tina Maskell,41,1
Delia Casanova,3,1
John Franklyn-Robbins,23,1
Kevin Klee,38,1
Philippe Gluck,66,1
Angelo Christopher Moore,34,1
David Holt,20,1
Hae il Park,2,1
Michael Davis,29,1
Bert Rhine,5,1
Tad Hilgenbrink,15,1
Wilfred Lucas,26,1
Jean-Baptiste Maunier,5,1
John Bluthal,14,1
Natasha Gray,55,1
Barre Phillips,26,1
Paul Scheer,24,1
Norman Santiago,34,1
Leeyan Granger,18,1
Dick Crockett,13,1
Danielle Paskowitz,41,1
William Austin,12,1
Haley Fife,41,1
James Michael Zavala,35,1
Will Carter,19,1
Jennifer Cunningham,1,1
Werner Finck,17,1
Gerald Hamer,12,1
Lisa Fuller,39,1
Frank Faylen,21,1
Ernest Sarracino,13,1
Palmira Guerra,10,1
Ethel Clayton,24,1
Jesse Romero,1,1
Rosemarie DeWitt,2,1
Richard Cromwell,7,1
Jayce Bartok,18,1
Samm Levine,7,1
Dragomir Stanojevic,47,1
Ruby Buchanan,24,1
Tibor Mertz,16,1
Hakan Jahnberg,16,1
Hans-Christian Blech,12,1
Dean Casper,12,1
Helena Apothaker,14,1
Jacqui Dickerson,14,1
Harold Garrison,32,1
Clu Gulager,9,1
Asta Jr.,21,1
Law Kar-Ying,3,1
Michele Gleizer,28,1
Jake M. Johnson,23,1
Danielle Dunn-Morris,17,1
Julius Tannen,31,1
Vicky McClure,5,1
Howard Morris,6,1
Peter Silverman,31,1
Lidiya Savchenko,5,1
Jason Sudeikis,20,1
C.J. Jackman-Zigante,1,1
Ruslan Mannanu,27,1
Dylan Burno,15,1
Gene Kiniski,31,1
Joel Edgerton,1,1
Mohamad Haref Harati,10,1
Cedric Hardwicke,1,1
Murray Alper,11,1
Nectar Rose,22,1
Richard Nance,34,1
Annette Badland,3,1
Helen Verbit,44,1
Madge Bellamy,3,1
Paul Galvan,11,1
Casper Andreas,49,1
Jack Pennick,7,1
Bruce Bennett,9,1
Tuerxunjiang Zunong,17,1
Kathleen Lloyd,1,1
Walter Marsh,17,1
Colin Hanks,21,1
Mary Riordan,5,1
Brandon Quintin Adams,1,1
Michael Nouri,13,1
Ellen McElduff,35,1
Larry Dods,39,1
Dempsey Silva,21,1
Lilia Skala,7,1
Holly Baker,1,1
Don Costello,13,1
Abbey Lerman,50,1
Hans Martin Stier,44,1
Paul Daniel Wood,41,1
Blanchard Ryan,1,1
Akira Koieyama,23,1
Raymond Pickard,24,1
Ivy Bethune,13,1
Omar Benson Miller,11,1
Richard Krisher,25,1
Makoto Hashiba,42,1
Lindsey Carlos,13,1
James N. Harrell,31,1
John Bryson,11,1
David McDermott,3,1
Evelyn Beresford,17,1
Jeane Fournier,10,1
Peter Appiano,15,1
Christopher Thornton,28,1
Kevin Blackton,78,1
Fausto Maria Sciarappa,15,1
Lisa Orgolini,37,1
Indiana Woodward,28,1
Pongpat Wachirabunjong,9,1
David Youse,57,1
Angela Ford,53,1
Liz Warren,5,1
Pamela Gordon,6,1
Max von Sydow,8,1
Scott Bloom,48,1
Pat Bergeson,39,1
Jeremy Wilkin,5,1
Shimon Ballas,5,1
John Fiedler,37,1
Elizabeth James,10,1
Harlan Miller,53,1
Miguel A. Núñez Jr.,18,1
Russell Hicks,14,1
B.B. King,21,1
Satish Kaushik,2,1
Betty Lou Henson,28,1
Marlon Brando,15,1
Catherine Lambert,6,1
Harry C. Bradley,23,1
Chloe Treend,61,1
James Wooton,7,1
James Anthony Pearson,7,1
Mary Gordon,16,1
Emma Tate,32,1
Phil Brown,16,1
Maiquel Saurez,50,1
John Ruddock,20,1
Emilio Estevez,5,1
Gerald Fielding,19,1
Ghita Nørby,15,1
Deborah Findlay,13,1
Gregory Corso,3,1
Lloyd Nolan,4,1
Yuya Ozeki,1,1
Renée Ashershon,7,1
Joseph Kelly,1,1
Ian Liston,44,1
Allan Jeayes,9,1
Florence Blot,14,1
Balthazar Clémenti,24,1
Esau Ali Caldwell,17,1
Jacob Brent,3,1
Caroline Leppanen,37,1
William Conrad,22,1
Satoshi Nakamura,17,1
Pam Angell,12,1
Shira Piven,13,1
Richard Kind,5,1
Loretta Adair,19,1
Andre Lambert,36,1
Heather Hemmens,40,1
Lee Tracy,7,1
Jean-Claude Vallod,2,1
John Bryson,10,1
Aleksey Shmarinov,29,1
Geoffrey Keen,12,1
Aaron Babino,84,1
Lucas Biscombe,3,1
Matthew Feder,26,1
Cliff Saum,37,1
Patrick Blackwell,20,1
Coleen Gray,3,1
Mark Acheson,16,1
Chevon Hicks,16,1
Demitri Goritsas,18,1
James Morris,17,1
Sophie Vavasseur,22,1
Felix Silla,10,1
Peter Berling,9,1
Seymour Cassel,21,1
Amaury Nolasco,7,1
Evelyn Taylor,17,1
Susan Fleetwood,2,1
Stanley Blystone,14,1
Bryce Lenon,16,1
Linda Lovelace,7,1
Ray Romano,7,1
Heather Lynch,6,1
Ty Hungerford,34,1
Hu Yun,13,1
Grant Monohon,21,1
Bill Smille,23,1
Ginny Tiu,21,1
Alexia Fast,1,1
Nadja Palmstjerna-Weiss,3,1
Gerry O'Brien,12,1
Flavio Castillero,18,1
William Phipps,40,1
Liz Byrne,17,1
Arden Lewis,24,1
Patrick Warburton,17,1
Ruperto Vanderpool,11,1
Blaine Horton,14,1
Nancy Scher,31,1
Fabrizio Bucci,25,1
Magda Rodriguez,50,1
Coltin Scott,4,1
Jimmy Walker Jr.,19,1
Peter Hirsch,14,1
John Bayliss,18,1
Hicham Nazzal,24,1
Robert Michael Adler,8,1
Kabir Bedi,5,1
Debi Jones,6,1
Dortha Duckworth,17,1
Samantha Healy,8,1
Jason L. Wood,10,1
Holgie Forrester,67,1
Sarah Adler,36,1
Bams Betga-Tchouni,28,1
Barnaby Hale,16,1
Pedro de Cordoba,16,1
Stark Sands,8,1
Daniel Monti,14,1
Mai Housyou,4,1
Kevin Haaland,20,1
Brian O'Shaughnessy,46,1
James Felix McKenney,5,1
Susan Silo,11,1
Ettore Garofalo,2,1
Teri Garr,15,1
Ava Cadell,9,1
Jack Kenney,24,1
Jamison Yang,28,1
Ruth Clifford,19,1
Marion Cotillard,6,1
Michelle Joyner,17,1
P.J. Soles,1,1
Adia Kuznetzoff,24,1
Sydney Greenstreet,2,1
Frank Wilcox,32,1
Carlos Acosta 'El Mimo' B...,41,1
Chris Messina,1,1
Theresa Harris,7,1
Charles Carson,16,1
Carl Chase,19,1
Cobie Smulders,27,1
Allen Walls,46,1
Justin Misch,22,1
William Powell,2,1
Pedro Gonzalez Gonzalez,19,1
Wade Andrew Williams,7,1
Darla Hill,13,1
Eric Steven Stahl,35,1
Mary Uhland,22,1
Marian Alden,38,1
Aaron Hendry,54,1
Bob Papenbrook,7,1
Morrison Gampu,7,1
Yves Desgagnés,20,1
Todd Stashwick,14,1
Bill D'Elia,7,1
Mark Bringelson,14,1
Susan Lowe,3,1
DJ Paul,37,1
Bonnie Bartlett,26,1
Frances Farmer,3,1
Munthir Salih,41,1
RonReaco Lee,8,1
Friedrich von Ledebur,22,1
Dean Jeffries,36,1
Kurt Russell,18,1
Fracaswell Hyman,24,1
Norma Angelica,26,1
Patrycia Ziolkowska,6,1
Roger Bowen,16,1
Ema Brunell,10,1
Daniel Bruk,12,1
Christian Hosoi,13,1
Chad Doreck,16,1
Jordan Burg,23,1
Marieka Weathered,11,1
Phil Tead,31,1
Joe Dinicol,5,1
David Bair,11,1
Susan George,9,1
Justin Riemer,39,1
Win Min Than,2,1
Juliette Paskowitz,23,1
La Na Shi,21,1
Ray Powers,9,1
Lara Cowez,25,1
R.D. Reid,11,1
Kurtwood Smith,55,1
Carl Steven,25,1
Richard Clayton,49,1
Bin Bunluerit,2,1
John B. Lowe,34,1
John Junkin,12,1
Stephen Rwangyezi,7,1
Yao Chin,11,1
Paul Henreid,5,1
David Hannegan,22,1
Olivia d'Abo,2,1
Olivia Hussey,2,1
Ellen Horn,6,1
Lil Jon,24,1
Linda Pine,14,1
Tom McGrath,34,1
Sabrina Porco,112,1
Dale Floyd,24,1
James Dobson,13,1
Ryo Ishibashi,19,1
Ketty de la Cámara,9,1
Alex Winter,1,1
Bre'wan Waddell,19,1
John Pearce,15,1
Elmer Gillespie,11,1
Fatso-Fasano,35,1
Ana de la Reguera,3,1
Ridge Canipe,19,1
Aaron Salazar,36,1
Camilla Jakimowicz,53,1
Daniel Thiessen,9,1
Emma Noakes,30,1
Kenneth Lee,31,1
David Webb,33,1
Nathan Jones,14,1
Ken Tanaka,1,1
Roddy Piper,11,1
Zinedine Soualem,4,1
Henry Huebchen,3,1
Benjamin Bullard,40,1
Michael Vallon,31,1
Lombardo Boyar,11,1
Pete Renaday,12,1
Alex Bruhanski,7,1
David R. Yood,62,1
Brian Patterson,8,1
Pierre Larquey,2,1
Andres Pajares,2,1
Darla Mason Robinson,38,1
Benji Schulman,27,1
David Schaap,55,1
Jim McKrell,36,1
Megan Owen,116,1
Israel Makoe,16,1
Lee Chamberlin,9,1
Jessica Anstey,11,1
Corey Parker Robinson,29,1
Elizabeth Aulajut,11,1
Carmel Johnson,32,1
Adam Silbar,31,1
Jocelyne Loewen,15,1
Jamal Mixon,12,1
Brian Lonsdale,25,1
Mary Ellen Trainor,9,1
Maurice Najman,36,1
Kenneth Kirk,9,1
Frank Caeti,57,1
Barry Gibb,2,1
Caroline Lang,4,1
Daniel Russo,7,1
Tejada Enrique Villen,15,1
Diane Kay,15,1
Jennifer Rae Beck,5,1
Hugh Herbert,26,1
Gene Bolton,57,1
Rodolfo García Merino,46,1
Emmanuel Goldstein,1,1
Martin Brandt,12,1
Tom Dugan,70,1
Ninni Bruschetta,12,1
Caitlin Moravek,44,1
Bridget Moloney,19,1
Joseph Fürst,11,1
Jean Brochard,8,1
Dianne Reeves,17,1
Sonia Mbele,21,1
Tyrin Turner,31,1
Cyril Magnin,21,1
Marc Occhilapo,25,1
Bettina Devin,79,1
Ana Patricia Rojo,44,1
Catherine Rabett,5,1
Salim Ghouse,13,1
Don Warden,35,1
Bill Farmer,22,1
Kate Percival,23,1
Jill Jones,16,1
Ariel Winter,10,1
Annie Grégorio,6,1
Donna Deitch,14,1
June Shane,87,1
Tom Quinn,5,1
Sky Dumont,14,1
Phyllis Thaxter,3,1
Ross Klavan,35,1
Jossara Jinaro,22,1
Cameron Thor,11,1
Harry Bellaver,2,1
Kevin Duhaney,5,1
Veronica Sixtos,18,1
Athena Karkanis,6,1
Raymond O'Connor,7,1
Kristen Miller,3,1
Yang Ziu-Neng,39,1
Jon Shere,13,1
Karl Johnson,8,1
Marion Byron,5,1
Polly Bailey,11,1
Pat Fuleihan,10,1
Nona Gaye,4,1
Tchéky Karyo,21,1
Frank J. Scannell,29,1
Maria Kuznetsova,9,1
Susan McLellan,35,1
Brian Petersen,14,1
Mary-Louise Parker,8,1
Michael Winther,48,1
Amaury Nolasco,10,1
Nicole Sullivan,35,1
Aunjanue Ellis,5,1
Tina Hart,27,1
Joyce Krenz,23,1
John Hurt,12,1
Paul Maxey,16,1
Vera Gebuhr,7,1
Frank J. Scannell,30,1
Steven Bednarski,21,1
Javier Benavente,12,1
Angelina Peláez,11,1
Nathalie Nicole Paulding,11,1
Jamison Newlander,5,1
Edwin 'Bubba' Broussard,30,1
Robert Stephens,2,1
Valeri Ross,26,1
Sonja Smits,2,1
Gladys Hill,11,1
Masaomi Kondo,3,1
Solange Morand,15,1
Pablo Recalde,11,1
Ralph Truman,15,1
Clive Russell,49,1
John Glover,7,1
Steven Pringle,14,1
Tommy Coats,36,1
Gabbar Singh,37,1
Grace Hayle,25,1
Charlotte Church,3,1
Peter Lawford,11,1
Taryn Manning,2,1
Etta Moten,32,1
George Economides,96,1
Nicola Harrison,22,1
Peter Dane,15,1
Denjirô Ôkôchi,7,1
Anita Pointer,71,1
Trip Phoenix,46,1
Svetlana,18,1
Michael Horse,1,1
Robbie Amell,33,1
Howard Scott,71,1
Tatiana Saphir,1,1
Robbie Bulloch,18,1
Peter J. Reinemann,65,1
Abdelhamid Idjaini,18,1
Richard DeDomenico,70,1
Scott Zigler,4,1
Gerard Watkins,6,1
Jack Baxley,25,1
Mae Mercer,7,1
Langley Kirkwood,8,1
Julio Oscar Mechoso,15,1
Kaiulani Lee,18,1
Teddy Riley,40,1
Elith Pio,5,1
Mayumi Shintani,4,1
George Raft,43,1
Cliff Haby,8,1
Gaby Basset,8,1
Denise Nicholas,9,1
Nora Cecil,20,1
Sam Edwards,16,1
Joan Barclay,14,1
Roger Capello,22,1
Barton Heyman,18,1
Anna Lavelle,52,1
Daniel Dae Kim,7,1
Cordell Clyde,10,1
Harold Sylvester,5,1
Vicki Cummings,1,1
James Earl Jones,17,1
Conrad Vernon,23,1
John Rothman,25,1
Regis Toomey,31,1
Zach McLarty,22,1
Morris Ankrum,19,1
Adrian Alonso,8,1
Don Brady,18,1
